"Density","Eddy_Viscosity","Energy","Heat_Flux","Laminar_Viscosity","Mach","Momentum:0","Momentum:1","Momentum:2","Nu_Tilde","Pressure","Pressure_Coefficient","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Temperature","Y_Plus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.336,3.8846e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16063,0,4.1449e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0295,1,0.0295,0
1.336,3.8848e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16062,0,4.145e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02955,1,0.02955,0
1.336,3.885e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16062,0,4.145e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0296,1,0.0296,0
1.336,3.8853e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16062,0,4.1451e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02965,1,0.02965,0
1.336,3.8855e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16062,0,4.1452e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0297,1,0.0297,0
1.336,3.8857e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16062,0,4.1452e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02975,1,0.02975,0
1.336,3.8859e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16062,0,4.1453e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0298,1,0.0298,0
1.336,3.8861e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16061,0,4.1454e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02985,1,0.02985,0
1.336,3.8864e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16061,0,4.1454e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0299,1,0.0299,0
1.336,3.8866e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16061,0,4.1455e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02995,1,0.02995,0
1.336,3.8868e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16061,0,4.1455e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.03,1,0.03,0
1.336,3.887e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16061,0,4.1456e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.03005,1,0.03005,0
1.336,3.8873e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16061,0,4.1457e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0301,1,0.0301,0
1.336,3.8875e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.1606,0,4.1457e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.03015,1,0.03015,0
1.336,3.8877e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.1606,0,4.1458e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0302,1,0.0302,0
1.336,3.8879e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.1606,0,4.1459e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.03025,1,0.03025,0
1.336,3.8882e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.1606,0,4.1459e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0303,1,0.0303,0
1.336,3.8884e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.1606,0,4.146e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.03035,1,0.03035,0
1.336,3.8886e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.1606,0,4.146e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0304,1,0.0304,0
1.336,3.8888e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16059,0,4.1461e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.03045,1,0.03045,0
1.336,3.889e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16059,0,4.1462e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0305,1,0.0305,0
1.336,3.8893e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16059,0,4.1462e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.03055,1,0.03055,0
1.336,3.8895e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16059,0,4.1463e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0306,1,0.0306,0
1.336,3.8897e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16059,0,4.1464e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.03065,1,0.03065,0
1.336,3.8899e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16059,0,4.1464e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0307,1,0.0307,0
1.336,3.8902e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16058,0,4.1465e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.03075,1,0.03075,0
1.336,3.8904e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16058,0,4.1465e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0308,1,0.0308,0
1.336,3.8906e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16058,0,4.1466e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.03085,1,0.03085,0
1.336,3.8908e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16058,0,4.1467e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0309,1,0.0309,0
1.336,3.8911e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16058,0,4.1467e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.03095,1,0.03095,0
1.336,3.8913e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16058,0,4.1468e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.031,1,0.031,0
1.336,3.8915e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16057,0,4.1469e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.03105,1,0.03105,0
1.336,3.8917e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16057,0,4.1469e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0311,1,0.0311,0
1.336,3.8919e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16057,0,4.147e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.03115,1,0.03115,0
1.336,3.8922e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16057,0,4.147e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0312,1,0.0312,0
1.336,3.8924e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16057,0,4.1471e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.03125,1,0.03125,0
1.336,3.8926e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16057,0,4.1472e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0313,1,0.0313,0
1.336,3.8928e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16056,0,4.1472e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.03135,1,0.03135,0
1.336,3.8931e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16056,0,4.1473e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0314,1,0.0314,0
1.336,3.8933e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16056,0,4.1474e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.03145,1,0.03145,0
1.336,3.8935e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16056,0,4.1474e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0315,1,0.0315,0
1.336,3.8937e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16056,0,4.1475e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.03155,1,0.03155,0
1.336,3.894e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16056,0,4.1476e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0316,1,0.0316,0
1.336,3.8942e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16055,0,4.1476e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.03165,1,0.03165,0
1.336,3.8944e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16055,0,4.1477e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0317,1,0.0317,0
1.336,3.8946e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16055,0,4.1477e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.03175,1,0.03175,0
1.336,3.8948e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16055,0,4.1478e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0318,1,0.0318,0
1.336,3.8951e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16055,0,4.1479e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.03185,1,0.03185,0
1.336,3.8953e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16055,0,4.1479e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0319,1,0.0319,0
1.336,3.8955e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16054,0,4.148e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.03195,1,0.03195,0
1.336,3.8957e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16054,0,4.1481e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.032,1,0.032,0
1.336,3.896e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16054,0,4.1481e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.03205,1,0.03205,0
1.336,3.8962e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16054,0,4.1482e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0321,1,0.0321,0
1.336,3.8964e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16054,0,4.1482e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.03215,1,0.03215,0
1.336,3.8966e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16054,0,4.1483e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0322,1,0.0322,0
1.336,3.8969e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16053,0,4.1484e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.03225,1,0.03225,0
1.336,3.8971e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16053,0,4.1484e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0323,1,0.0323,0
1.336,3.8973e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16053,0,4.1485e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.03235,1,0.03235,0
1.336,3.8975e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16053,0,4.1486e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0324,1,0.0324,0
1.336,3.8977e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16053,0,4.1486e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.03245,1,0.03245,0
1.336,3.898e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16053,0,4.1487e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0325,1,0.0325,0
1.336,3.8982e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16052,0,4.1487e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.03255,1,0.03255,0
1.336,3.8984e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16052,0,4.1488e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0326,1,0.0326,0
1.336,3.8986e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16052,0,4.1489e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.03265,1,0.03265,0
1.336,3.8989e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16052,0,4.1489e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0327,1,0.0327,0
1.336,3.8991e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16052,0,4.149e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.03275,1,0.03275,0
1.336,3.8993e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16052,0,4.1491e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0328,1,0.0328,0
1.336,3.8995e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16051,0,4.1491e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.03285,1,0.03285,0
1.336,3.8997e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16051,0,4.1492e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0329,1,0.0329,0
1.336,3.8998e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16051,0,4.1492e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.03295,1,0.03295,0
1.336,3.9e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16051,0,4.1493e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.033,1,0.033,0
1.336,3.9002e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16051,0,4.1493e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.03305,1,0.03305,0
1.336,3.9003e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16051,0,4.1493e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0331,1,0.0331,0
1.336,3.9005e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.1605,0,4.1494e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.03315,1,0.03315,0
1.336,3.9006e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.1605,0,4.1494e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0332,1,0.0332,0
1.336,3.9008e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.1605,0,4.1495e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.03325,1,0.03325,0
1.336,3.9009e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.1605,0,4.1495e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0333,1,0.0333,0
1.336,3.9011e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.1605,0,4.1496e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.03335,1,0.03335,0
1.336,3.9013e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.1605,0,4.1496e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0334,1,0.0334,0
1.336,3.9014e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16049,0,4.1496e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.03345,1,0.03345,0
1.336,3.9016e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16049,0,4.1497e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0335,1,0.0335,0
1.336,3.9017e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16049,0,4.1497e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.03355,1,0.03355,0
1.336,3.9019e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16049,0,4.1498e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0336,1,0.0336,0
1.336,3.9021e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16049,0,4.1498e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.03365,1,0.03365,0
1.336,3.9022e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16049,0,4.1499e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0337,1,0.0337,0
1.336,3.9024e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16048,0,4.1499e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.03375,1,0.03375,0
1.336,3.9025e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16048,0,4.15e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0338,1,0.0338,0
1.336,3.9027e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16048,0,4.15e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.03385,1,0.03385,0
1.336,3.9028e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16048,0,4.15e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0339,1,0.0339,0
1.336,3.903e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16048,0,4.1501e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.03395,1,0.03395,0
1.336,3.9032e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16048,0,4.1501e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.034,1,0.034,0
1.336,3.9033e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16047,0,4.1502e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.03405,1,0.03405,0
1.336,3.9035e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16047,0,4.1502e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0341,1,0.0341,0
1.336,3.9036e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16047,0,4.1503e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.03415,1,0.03415,0
1.336,3.9038e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16047,0,4.1503e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0342,1,0.0342,0
1.336,3.9039e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16047,0,4.1504e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.03425,1,0.03425,0
1.336,3.9041e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16047,0,4.1504e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0343,1,0.0343,0
1.336,3.9043e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16046,0,4.1504e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.03435,1,0.03435,0
1.336,3.9044e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16046,0,4.1505e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0344,1,0.0344,0
1.336,3.9046e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16046,0,4.1505e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.03445,1,0.03445,0
1.336,3.9047e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16046,0,4.1506e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0345,1,0.0345,0
1.336,3.9049e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16046,0,4.1506e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.03455,1,0.03455,0
1.336,3.9051e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16046,0,4.1507e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0346,1,0.0346,0
1.336,3.9052e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16045,0,4.1507e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.03465,1,0.03465,0
1.336,3.9054e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16045,0,4.1508e-05,1.1506e+05,0.18785,0,0,0,300,0,1,0.0347,1,0.0347,0
1.336,3.9055e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16045,0,4.1508e-05,1.1506e+05,0.18785,0,0,0,300,0,1,0.03475,1,0.03475,0
1.336,3.9057e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16045,0,4.1508e-05,1.1506e+05,0.18785,0,0,0,300,0,1,0.0348,1,0.0348,0
1.336,3.9058e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16045,0,4.1509e-05,1.1506e+05,0.18785,0,0,0,300,0,1,0.03485,1,0.03485,0
1.336,3.906e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16045,0,4.1509e-05,1.1506e+05,0.18785,0,0,0,300,0,1,0.0349,1,0.0349,0
1.336,3.9062e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16044,0,4.151e-05,1.1506e+05,0.18785,0,0,0,300,0,1,0.03495,1,0.03495,0
1.336,3.9063e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16044,0,4.151e-05,1.1506e+05,0.18785,0,0,0,300,0,1,0.035,1,0.035,0
1.336,3.9065e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16044,0,4.1511e-05,1.1506e+05,0.18785,0,0,0,300,0,1,0.03505,1,0.03505,0
1.336,3.9066e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16044,0,4.1511e-05,1.1506e+05,0.18785,0,0,0,300,0,1,0.0351,1,0.0351,0
1.336,3.9068e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16044,0,4.1512e-05,1.1506e+05,0.18785,0,0,0,300,0,1,0.03515,1,0.03515,0
1.336,3.907e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16044,0,4.1512e-05,1.1506e+05,0.18785,0,0,0,300,0,1,0.0352,1,0.0352,0
1.336,3.9071e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16043,0,4.1512e-05,1.1506e+05,0.18785,0,0,0,300,0,1,0.03525,1,0.03525,0
1.336,3.9073e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16043,0,4.1513e-05,1.1506e+05,0.18785,0,0,0,300,0,1,0.0353,1,0.0353,0
1.336,3.9074e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16043,0,4.1513e-05,1.1506e+05,0.18785,0,0,0,300,0,1,0.03535,1,0.03535,0
1.336,3.9076e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16043,0,4.1514e-05,1.1506e+05,0.18785,0,0,0,300,0,1,0.0354,1,0.0354,0
1.336,3.9077e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16043,0,4.1514e-05,1.1506e+05,0.18785,0,0,0,300,0,1,0.03545,1,0.03545,0
1.336,3.9079e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16043,0,4.1515e-05,1.1506e+05,0.18785,0,0,0,300,0,1,0.0355,1,0.0355,0
1.336,3.9081e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16042,0,4.1515e-05,1.1506e+05,0.18785,0,0,0,300,0,1,0.03555,1,0.03555,0
1.336,3.9082e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16042,0,4.1516e-05,1.1506e+05,0.18785,0,0,0,300,0,1,0.0356,1,0.0356,0
1.336,3.9084e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16042,0,4.1516e-05,1.1506e+05,0.18785,0,0,0,300,0,1,0.03565,1,0.03565,0
1.336,3.9085e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16042,0,4.1516e-05,1.1506e+05,0.18785,0,0,0,300,0,1,0.0357,1,0.0357,0
1.336,3.9087e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16042,0,4.1517e-05,1.1506e+05,0.18785,0,0,0,300,0,1,0.03575,1,0.03575,0
1.336,3.9088e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16042,0,4.1517e-05,1.1506e+05,0.18785,0,0,0,300,0,1,0.0358,1,0.0358,0
1.336,3.909e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16041,0,4.1518e-05,1.1506e+05,0.18785,0,0,0,300,0,1,0.03585,1,0.03585,0
1.336,3.9092e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16041,0,4.1518e-05,1.1506e+05,0.18785,0,0,0,300,0,1,0.0359,1,0.0359,0
1.336,3.9093e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16041,0,4.1519e-05,1.1506e+05,0.18785,0,0,0,300,0,1,0.03595,1,0.03595,0
1.336,3.9095e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16041,0,4.1519e-05,1.1506e+05,0.18785,0,0,0,300,0,1,0.036,1,0.036,0
1.336,3.9096e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16041,0,4.152e-05,1.1506e+05,0.18785,0,0,0,300,0,1,0.03605,1,0.03605,0
1.336,3.9098e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16041,0,4.152e-05,1.1506e+05,0.18785,0,0,0,300,0,1,0.0361,1,0.0361,0
1.336,3.91e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.1604,0,4.152e-05,1.1506e+05,0.18785,0,0,0,300,0,1,0.03615,1,0.03615,0
1.336,3.9101e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.1604,0,4.1521e-05,1.1506e+05,0.18785,0,0,0,300,0,1,0.0362,1,0.0362,0
1.336,3.9103e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.1604,0,4.1521e-05,1.1506e+05,0.18785,0,0,0,300,0,1,0.03625,1,0.03625,0
1.336,3.9104e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.1604,0,4.1522e-05,1.1506e+05,0.18785,0,0,0,300,0,1,0.0363,1,0.0363,0
1.336,3.9106e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.1604,0,4.1522e-05,1.1506e+05,0.18785,0,0,0,300,0,1,0.03635,1,0.03635,0
1.336,3.9107e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.1604,0,4.1523e-05,1.1506e+05,0.18785,0,0,0,300,0,1,0.0364,1,0.0364,0
1.336,3.9109e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16039,0,4.1523e-05,1.1506e+05,0.18785,0,0,0,300,0,1,0.03645,1,0.03645,0
1.336,3.9111e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16039,0,4.1524e-05,1.1506e+05,0.18785,0,0,0,300,0,1,0.0365,1,0.0365,0
1.336,3.9112e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16039,0,4.1524e-05,1.1506e+05,0.18785,0,0,0,300,0,1,0.03655,1,0.03655,0
1.336,3.9114e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16039,0,4.1524e-05,1.1506e+05,0.18785,0,0,0,300,0,1,0.0366,1,0.0366,0
1.336,3.9115e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16039,0,4.1525e-05,1.1506e+05,0.18785,0,0,0,300,0,1,0.03665,1,0.03665,0
1.336,3.9117e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16039,0,4.1525e-05,1.1506e+05,0.18785,0,0,0,300,0,1,0.0367,1,0.0367,0
1.336,3.9118e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16038,0,4.1526e-05,1.1506e+05,0.18785,0,0,0,300,0,1,0.03675,1,0.03675,0
1.336,3.912e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16038,0,4.1526e-05,1.1506e+05,0.18785,0,0,0,300,0,1,0.0368,1,0.0368,0
1.336,3.9122e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16038,0,4.1527e-05,1.1506e+05,0.18785,0,0,0,300,0,1,0.03685,1,0.03685,0
1.336,3.9123e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16038,0,4.1527e-05,1.1506e+05,0.18785,0,0,0,300,0,1,0.0369,1,0.0369,0
